dec 21st 2012 will be know not as the end of the world but the Babi Boom !  neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
go on dutch lor. we pay for our own share.  neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
It is Nit a joke. Be there. Promo video film tomorrow at disclos locat Doubl Tap if you want ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
OH HEY THAT REMIND ME I TOTAL HAD A DREAM ABOUT SENBASA LAST NIGHT  neutral 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 
Oki oki So sorri \ u2019bout it R you go to Peifuen \ u2019 hous on Sun ? If U are go \ u002c I can pass to you dure that time too  negative 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
||T|| is the real deal I can not wait to use it tomorrow night PL Tournament Watch it on CB Colleg Sport at 8 00 pm  positive 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
| | T | | is the real deal I can not wait to use it tomorrow night PL Tournament Watch it on CB Colleg Sport at 8 00 pm  positive 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
||U|| if you like La Leyenda and Duelo listen and download my recent mix !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| I have the big Ipad3 I love it but for read it too big my mini come on friday  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Thi is link to my sourc LLLINKKK  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Today I count myself among those rank  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Time to GET NEKKID with Filter Free Friday 3/8/2012 ||U|| ONLi at THE Origin Global Commun at  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Time to GET NEKKID with Filter Free Friday 3/8/2012 | | U | | ONLi at THE Origin Global Commun at  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Time to GET NEKKID with Filter Free Friday 3/8/2012 | | U | | ONLi at THE Origin Global Commun at  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
They Might Be Giants version of There 's A Great Big Beauti Tomorrow ....TMBG + Disney...awww Pandora you DO know me  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
They Might Be Giant version of There 's A Great Big Beauti Tomorrow ....TMBG + Disney...awww Pandora you DO know me  negative 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Yes it is us UFO Sight in Surprise Arizona on Octob 31st 2012 It wa an orang orb travlin. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Live semi-fin thi Thursday night 9-10pm on CW Network America vote Pleas share with friend ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Live semi-fin thi Thursday night 9-10pm on CW Network America vote Plea share with friend | | U | |  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Live semi-fin thi Thursday night 9-10pm on CW Network America vote Plea share with friend | | U | |  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Sinc all the LibraryThing are do it the 2007 book poll  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Realli I can not be asham of that my entir Christma present is go to cost less than $ 100  positive 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
That person deserv to be photograph  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Big congratul to ||T|| 4win the main event Veri classi move stope hi friend from celebr to shake the hand of Sylvia 1st  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| fire Andi and bench Vick is how we win Monday....put fole in alreadi He could be the next peyton man  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| Nicol R jov two Capistranos Kait Me Danee Tuesday and more. not sure of the other  neutral 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
LLLINKKK I took these with my cellphon thi even  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
my parti on.th 2nd at club Crucial I am a b bounc around sing iam freebarz I am freebarz.lik I realli am apart of the movement laugh out loud  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Git er done ! Befor reserv your room for the NPE 2012 Annual Conf. come Nov 10-12 Indian Wells CA ||U||  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
rmb someth again e1 call jonghyun when they 1st come out dure showkas ? then I wa like jonghyun-ah ~ and he bow to me ! ! !  positive 1 0 1 1 0 0 0 0 1 0 1 1 0 0 0 
Runrig tonight ! ! Cant wait Then off to Oban to play in Coaster Bar with Murdo Ewen Cameron tomorrow night Come along if you 're free e1  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Star War Weekend may be over but the Carbon-Freez Me Experi is still open through June 16 ! ||U||  neutral 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
Star War Weekend may be over but the Carbon-Freez Me Experi is still open through June 16 ! | | U | |  positive 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
Just got an e-mail from Eldora Speedway with the 2013 King Royal dates Juli 12-13 #kingsroy  neutral 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 
Field trip to the West End ! RT ||T|| Imelda Staunton May Star in London Reviv of Gypsi ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
thi sat wan play tenni ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
thi sat wan play tenni ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
||T|| I know I 'm late but I enjoy meet you at Paleyfest in March ! I am from Bethlehem PA Love you on Bone :-  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| @IndianCityWTHR ||T|| ||T|| ||T|| HOOSIER DOME in Indianapoli tomorrow ! Let make thi banana !  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Wan not applic see star thi Friday ? Check out the Red Star we have come in ! ||U||  positive 0 0 1 0 0 1 1 0 1 0 1 0 0 0 0 
I am pretti pleas about how thing are go sinc i have been back  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
at StevenDalziel Glad you enjoy ! Listen to tonight 's Friday Night is Music Night wi Michael Ball and Art Ed Amaaaz !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| The new head honcho give hi thought in tomorrow 's Argu Busi as usual is the gist  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
| | T | | The new head honcho give hi thought in tomorrow 's Argu Busi as usual is the gist  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Next save up for the newly-cheap PS3  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
GAME DAY ! Red Star meet Philli Fever for the 1st time thi season at 6 30pm CT in Egg Harbor NJ Follow twitter for live updat  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
BIG is grow as a new sport cloth brand that will see the light on Decemb 8th dure Pacquiao VS Marquez IV at the MGM Grand  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Taemin and Jonghyun will be record for Strong Heart today Oct 25 along with TVXQ and Super Junior via SMTownEngSub  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Yes it is us UFO Sight in Tamworth New Hampshir on Octob 27th 2012 Observ in western mo. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
De La Soul the 25th of Juli in Amsterdam ! Ah I want to get my DeLa Dunk sign !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
haha \ u002cbet they will cut short fring for u becaus they learn how to cut short fring now  neutral 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
quit look forward to Blackpool Illumin with ||T|| next Friday  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Robert Pattinson &amp Anna Kendrick at the 19th Annual ELL Women in Hollywood Celebr ! ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
It that time of the year again playoff futbol for our sunday team quater final tomm we on team curfew 4 rest of playoff on SAT night  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| Retreat is where you want to be Saturday night ! Hilton Hotel on Hillsborough Rd NOT by the Airport like. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Argu Dental Plan Becom 1st Dental Plan in the US to Receiv ||T|| Accreditation! Read our press releas ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
The Spur may be my favorit team out of the western confer  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I do n't know whi I play Resid Evil Oper Raccoon City but I did And I 'm not happi about it or the video I made of it for tomorrow  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
I do n't know whi I play Resid Evil Oper Raccoon Citi but I did And I 'm not happi about it or the video I made of it for tomorrow  neutral 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
S/O to all of you who went and serv at Super Saturday You rock !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| Not bad I think Cena will wear the green merch for 2 week after tomorrow We will get new swag at Survivor Seri  positive 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Back in Charleston tomorrow ! ! Let us know if you need ani sharpen ! ! Happi Thursday ! I hope your halloween wa as fun as our ! !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
||T|| I 'm actual probabl gunna buy it Danni Elfman enthusiast ca n't help myself ! but i 'll let you know tomorrow !  positive 1 1 1 1 0 0 1 0 0 0 1 1 0 0 0 
||T|| ||T|| May not have But I just know appear to be better in earli 80 befor Reagan fire Air traffic control  negative 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 
Happi Friday ! Come for Copper River Salmon The freshest most wonder salmon in the world ! And dessert too of. ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
The canopi surviv the wind today ! Hope to see a lot of peopl tomorrow at the New Earth Festiv in Atlanta IN  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
sooo i might go to laidback luke on friday with nessaaaa ^ ^ we go hard &gt  neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
ok.tat good \ u002c goodby then babe !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
can you wan it toda or ? it nice tri like e one your mum have ya.  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
can you wan it toda or ? it nice tri like e one your mum have ya  positive 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Tudou Owner Get World 's Best Deal with Youku BusinessWeek web log ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Tudou Owner Get World 's Best Deal with Youku BusinessWeek web log | | U | |  negative 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Oh goodi it 's go to be a snow storm tomorrow morn ! Fun commut come ! Winter is awesom !  negative 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Hey Matt Perhap you could look into do 3D for motion graphic titl for TV News promot etc  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| I want to go to the pool tomorrowcom to knollwood  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
I 've won ticket to Blackpool Illumin ! ! ! ! ! See you Friday ||T|| Xx  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
||T|| Sure enjoy see you on ABC Sunday especi you and Georg talkin basebal  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Passion about CNIS work be a to repres at Ten Thousand Villag in your hometown on Mar 8 Winnipeg Plaza 134 Plaza Dr  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Kira the 1st person to send me a Veteran Day text she just made me feel proud  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Kira the 1st person to send me a Veteran Day text she just made me feel proud  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
relax ? ? ? homework 2 ? ? ? i realli feel sad no way e-1  negative 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 
Today we meet for dinner at 730 at crystal jade. Can you make it and how mani come becaus we make reserv  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
i might seem semi retard but what with the sandgrop refer ?  neutral 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 
She ha no idea whi he spazz when she call him ` ` cute  negative 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Actual today I want to mail you a present It \ u2019 sooo cute ! Confirm will make you smile. But the stupid postman ask me to get out of the mailbox  positive 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 
Enter the Cape Argu Pick and Pay Cycl Tour happen on Sun 10 Mar 2013 ! 12th time go for that elus 3h30 with ||T||  neutral 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
||T|| Do we know who is go to play bass for Daughtri on the tour with 3 door down See you again on Dec 1st in Binghamton NY  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
| | T | | Do we know who is go to play bass for Daughtri on the tour with 3 door down See you again on Dec 1st in Binghamton NY  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Have you watch ||T|| 's new fashion televis show 'Style To Rock 1st episod ? No ? Here 's the link ||U||  neutral 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 
Rahul Dravid join commentari team for the 1st time...It the best moment of thi test match e1  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
got a free ticket to the San Diego Counti Fair for Indep Day in Del Mar CA for anyon who want it  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Cafe Asia for the birthday tomorrow night  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Backstag Updat on Undertaker May Miss WrestleMania The unthink in the WWE may be come to fruition if. ||U||  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Backstag Updat on Undertak May Miss WrestleMania The unthink in the WWE may be come to fruition if | | U | |  positive 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Do you know what there 's a lion in the road Mean ? Slackers Lions &amp Leadership ||U|| Sun  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Do you know what there 's a lion in the road Mean ? Slacker Lion &amp Leadership | | U | | Sun  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
Y'ello,th follow peopl have won Invit to the Headi main event tomorrow Venue Eko Hotel and Suites,. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
I do n't mind You did n't feel veri well must need to rest good night  positive 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 
Yep yep. Den we can go lectur togeth !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Sunday ITV1 10 20pm Jimmi McGovern 's docudrama Hillsborough Harrow but show how media can question author and bring about chang  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Sunday ITV1 10 20pm Jimmi McGovern 's docudrama Hillsborough Harrow but show how media can question author and bring about chang  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
New link with time ||U|| @japanfoundation Shishi-Odori Deer Danc from Tohoku ||T|| in London on 8&amp 9 Sept  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Hope I will get a job there within a month  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| ||T|| More good news may O and Carter can have a beer summit in the Gaza strip  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Are you submit the tutori ? Or you want me to submit it ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
I am in bu to work so disappoint make you unhappi again Don ? t angri too long becaus can be old-old leh !  negative 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 
Thank to Moomba I 've been cruis wi the Medicar sinc April 2011 Today I decid to final go get it done !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Thank to Moomba I 've been crui wi the Medicar sinc April 2011 Today I decid to final go get it done !  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
red devil play the saint thi sat 2 bad i have dinner that time \ u002c can \ u2019t see the saint exorcis the devil  negative 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
red devil play the saint thi sat 2 bad i have dinner that time \ u002c can \ u2019t see the saint exorci the devil  neutral 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
at AliTweel Guess Instant Messag a bit father back for classic Inn of the 6th Happi Penni from Heaven To Sir With Love  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
first Hasek now Modano want to come back...who 's next Mario Lemieux for the 4th time !  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
first Hasek now Modano want to come back...who 's next Mario Lemieux for the 4th time !  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
I use to watch ABC Sunday night movi with the fam now we watch on HBO how time have chang  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
I use to watch ABC Sunday night movi with the famili now we watch on HBO how time have chang  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
I use to watch ABC Sunday night movi with the famili now we watch on HBO how time have chang  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
unit ! Be at the Smart Araneta Coliseum on Oct 27 for the Grand Final ! ||T||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
unit ! Be at the Smart Araneta Coliseum on Oct 27 for the Grand Final ! | | T | |  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
I love ||T|| And if they 're at SXSW in March I 'm in the crowd scream and be ignor  positive 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| I love race Grand Bend Got my 1st Top Fuel Win there against Shirley Muldowney in the final  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Just finish chines tutori Where are you ? Wan not applic go to clementi ?  neutral 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 
I got to make vanilla fudg tomorrow  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
i am about to send you an email with question about some stuff so check it befor you leav work ! ! !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
i am about to send you an email with question about some stuff so check it befor you leav work ! ! !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
i am about to send you an email with question about some stuff so check it befor you leav work ! ! !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
||T|| 2nd Best Sport Moment Rob Riggl host the ESPi Award #funni  positive 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 
Happi Birthday Mitchi and Ill bring you stuff monday e1 ||T||  positive 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Did i realli scold u ? I \ u2019m sorri \ u002c i didnt mean it U give me hi num \ u002c i go scold him Yah \ u002c tomorrow go to school in e morn den go work aft tut  negative 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 
In other news realis I seldom tweet these day I climb Mount Snowdon on Saturday with two wonder friend SH-BOOM !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
In other news reali I seldom tweet these day I climb Mount Snowdon on Saturday with two wonder friend SH-BOOM !  negative 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Lect break Now veri bore and tire So how is your stylist go to cut ?  negative 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 
Erm. what type of qualif one you wan ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Avondal final get into the end zone I need Tim Smith touchdown pass Seaholm still lead 28-9 late in 4th  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Do n't forget to sign up for our Right To Offend Debat with David Aaronovitch &amp Mehdi Hasan next Thursday ||U||  positive 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
Devont ha to go to Super Saturday so it 's like Shepherd 's A2 all over again !  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Run 3 mile at 730am is what I 'm realli look forward to tomorrow  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I do n't know about you guys but i wa readi for thi break on Sunday of Thanksgiv break  positive 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
Two of the guy on our day out at Lechlad last Monday 17.12.12 ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
It ha been confirm ! One Direct will be on Ellen at Burbank Calif studio for a huge concert event on the 9th of Novemb !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
It ha been confirm ! One Direct will be on Ellen at Burbank Calif studio for a huge concert event on the 9th of Novemb !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
I just oust TURNCOAT as the mayor of Laundri Today or Nake Tomorrow ! on ||T|| ||U||  negative 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Great day interview the Nation Health Insur bureau in Taipei off to Hualien for the field studi tomorrow ||T|| ||T||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Great Write In tonight end in a random Taco Bell fix See everyon Sunday rememb Daylight Save ends,. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
The digit instal built for 2nd Natur Garden at the Chelsea Flower Show use a ge ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Big weekend ahead at Maverik Center Friday and Saturday at 7 Oktoberfest Special Saturday is Angel 's Hand Night with Cowbel Giveaway !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Is it okay to be look forward to the extra hour of sleep thi far out e1 Daylight Save Time Sunday Novemb 4  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
The reason that Nurs Day is held on the 12th May each year is becaus thi is the birth date of Florence. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Supra Test Drive Thi Sunday Come and test drive the latest Supra and Moomba boat thi Sunday the 12th of. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Thinkin of use the 'Bori Bikes tomorrow Anyon ever use them ? They ani good ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Today weather v good Cool comfort Best 4 sleep I haf to write a letter 2 request take e exam at later time So when do you want 2 watch Funer March  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
ONE FC 6 Rise of King is schedul to blow the roof off of the Singapor Indoor Stadium on Saturday Octob 6  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
